Date,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Movement
2014-01-02,0.2404040404040404,0.2,0.19595959595959597,0.18181818181818182,0.18181818181818182,1
2014-01-02,0.19916142557651995,0.1886792452830189,0.22641509433962267,0.1886792452830189,0.19706498951781973,1
2014-01-02,0.2,0.18181818181818182,0.2,0.23636363636363636,0.18181818181818182,1
2014-01-02,0.21818181818181817,0.18181818181818182,0.2,0.21818181818181817,0.18181818181818182,1
2014-01-02,0.18518518518518517,0.2222222222222222,0.2037037037037037,0.2037037037037037,0.18518518518518517,1
2014-01-02,0.22413793103448276,0.20881226053639848,0.19923371647509577,0.1781609195402299,0.1896551724137931,1
2014-01-02,0.20881226053639848,0.1724137931034483,0.2509578544061303,0.1743295019157088,0.19348659003831417,1
2014-01-02,0.17857142857142858,0.22023809523809523,0.2261904761904762,0.19642857142857142,0.17857142857142858,1
2014-01-02,0.18181818181818182,0.22626262626262628,0.18585858585858586,0.22424242424242424,0.18181818181818182,1
2014-01-02,0.18032786885245902,0.20947176684881602,0.18032786885245902,0.19854280510018216,0.23132969034608378,1
2014-01-02,0.17857142857142858,0.2777777777777778,0.17857142857142858,0.17857142857142858,0.1865079365079365,1
2014-01-02,0.17543859649122806,0.1793372319688109,0.17543859649122806,0.17543859649122806,0.29434697855750486,1
2014-01-02,0.17543859649122806,0.2222222222222222,0.1968810916179337,0.19298245614035087,0.2124756335282651,1
2014-01-02,0.2049808429118774,0.19731800766283525,0.23180076628352492,0.17624521072796934,0.1896551724137931,1
2014-01-02,0.17222222222222222,0.23703703703703705,0.17407407407407408,0.18888888888888888,0.22777777777777777,1
2014-01-02,0.18181818181818182,0.2080808080808081,0.18585858585858586,0.24242424242424243,0.18181818181818182,1
2014-01-02,0.18867924528301888,0.18867924528301888,0.22641509433962265,0.18867924528301888,0.20754716981132076,1
2014-01-02,0.21818181818181817,0.2,0.18181818181818182,0.21818181818181817,0.18181818181818182,1
2014-01-03,0.21428571428571427,0.17857142857142858,0.23015873015873015,0.17857142857142858,0.1984126984126984,0
2014-01-03,0.18867924528301888,0.20754716981132076,0.22431865828092243,0.19077568134171907,0.18867924528301888,0
2014-01-03,0.1851851851851852,0.20370370370370375,0.220164609053498,0.20576131687242805,0.1851851851851852,0
2014-01-03,0.19642857142857142,0.23214285714285715,0.2003968253968254,0.19246031746031747,0.17857142857142858,0
2014-01-03,0.18518518518518517,0.1934156378600823,0.18518518518518517,0.23868312757201646,0.19753086419753085,0
2014-01-03,0.19797979797979798,0.18181818181818182,0.21212121212121213,0.20606060606060606,0.20202020202020202,0
2014-01-03,0.17738791423001948,0.23391812865497075,0.18323586744639375,0.2124756335282651,0.19298245614035087,0
2014-01-03,0.18181818181818182,0.18181818181818182,0.21414141414141413,0.2404040404040404,0.18181818181818182,0
2014-01-03,0.18181818181818182,0.2101010101010101,0.18787878787878787,0.2383838383838384,0.18181818181818182,0
2014-01-03,0.19642857142857142,0.22023809523809523,0.1865079365079365,0.21825396825396826,0.17857142857142858,0
2014-01-03,0.1902071563088512,0.21657250470809794,0.2033898305084746,0.2033898305084746,0.1864406779661017,0
2014-01-03,0.2105263157894737,0.18908382066276805,0.1754385964912281,0.21442495126705655,0.2105263157894737,0
2014-01-03,0.17857142857142858,0.2718253968253968,0.17857142857142858,0.17857142857142858,0.19246031746031747,0
2014-01-03,0.17543859649122806,0.18323586744639375,0.17543859649122806,0.17543859649122806,0.290448343079922,0
2014-01-03,0.1724137931034483,0.19348659003831417,0.21264367816091953,0.19157088122605365,0.22988505747126436,0
2014-01-03,0.18333333333333332,0.19444444444444445,0.23703703703703705,0.18518518518518517,0.2,0
2014-01-03,0.17857142857142858,0.22023809523809523,0.18452380952380953,0.23809523809523808,0.17857142857142858,0
2014-01-03,0.1984126984126984,0.19246031746031747,0.17857142857142858,0.17857142857142858,0.251984126984127,0
2014-01-06,0.18867924528301888,0.18867924528301888,0.24528301886792453,0.18867924528301888,0.18867924528301888,0
2014-01-06,0.19642857142857142,0.21626984126984128,0.19642857142857142,0.1865079365079365,0.20436507936507936,0
2014-01-06,0.19642857142857142,0.22817460317460317,0.2003968253968254,0.17857142857142858,0.19642857142857142,0
2014-01-06,0.2419354838709677,0.16845878136200715,0.23476702508960567,0.17741935483870966,0.17741935483870966,0
2014-01-06,0.18867924528301888,0.18867924528301888,0.22641509433962265,0.18867924528301888,0.20754716981132076,0
